Wait rate;Signal diffusion;Iterations;Mean size;Mean distance;Number of cluster;Time
1.01;2;500000;58.7;31.445791013924325;10.0;7447
1.01;2;600000;84.14285714285714;27.753036172530397;7.0;8699
1.01;2;700000;84.0;35.23407999013412;7.0;9933
1.01;2;800000;74.875;28.94582444998074;8.0;11408
1.01;2;900000;97.66666666666667;30.755112116487297;6.0;12863
